date,category,subcategory,amount,type,is_recurring,description
2023-11-24,Food,Groceries,386.4,expense,False,Groceries - Nov 2023
2023-11-24,Healthcare,Insurance,73.28,expense,False,Insurance - Nov 2023
2023-11-25,Housing,Mortgage,325.79,expense,True,Mortgage - Nov 2023
2023-11-26,Housing,Mortgage,449.26,expense,True,Mortgage - Nov 2023
2023-11-26,Savings,Retirement,127.3,expense,False,Retirement - Nov 2023
2023-11-28,Savings,Emergency Fund,184.23,expense,True,Emergency Fund - Nov 2023
2023-11-28,Healthcare,Doctor,154.16,expense,False,Doctor - Nov 2023
2023-11-28,Miscellaneous,Other,250.81,expense,False,Other - Nov 2023
2023-11-29,Housing,Mortgage,316.81,expense,True,Mortgage - Nov 2023
2023-11-29,Savings,Investments,213.77,expense,True,Investments - Nov 2023
2023-12-01,Miscellaneous,Pet,222.05,expense,False,Pet - Dec 2023
2023-12-01,Miscellaneous,Other,112.02,expense,False,Other - Dec 2023
2023-12-02,Housing,Utilities,503.81,expense,False,Utilities - Dec 2023
2023-12-03,Housing,Rent,727.17,expense,True,Rent - Dec 2023
2023-12-03,Savings,Emergency Fund,179.73,expense,True,Emergency Fund - Dec 2023
2023-12-03,Shopping,Home Goods,99.73,expense,False,Home Goods - Dec 2023
2023-12-03,Shopping,Personal Care,63.03,expense,False,Personal Care - Dec 2023
2023-12-07,Shopping,Clothing,64.79,expense,False,Clothing - Dec 2023
2023-12-08,Income,Salary,6525.31,income,True,Monthly Salary - Dec 2023
2023-12-08,Housing,Utilities,270.03,expense,False,Utilities - Dec 2023
2023-12-10,Shopping,Clothing,81.28,expense,False,Clothing - Dec 2023
2023-12-10,Savings,Investments,159.23,expense,True,Investments - Dec 2023
2023-12-10,Healthcare,Doctor,73.43,expense,False,Doctor - Dec 2023
2023-12-13,Shopping,Clothing,127.31,expense,False,Clothing - Dec 2023
2023-12-15,Shopping,Personal Care,261.84,expense,False,Personal Care - Dec 2023
2023-12-16,Housing,Utilities,450.96,expense,False,Utilities - Dec 2023
2023-12-16,Housing,Maintenance,380.82,expense,False,Maintenance - Dec 2023
2023-12-17,Housing,Utilities,398.24,expense,False,Utilities - Dec 2023
2023-12-18,Transport,Uber/Lyft,232.85,expense,False,Uber/Lyft - Dec 2023
2023-12-18,Housing,Maintenance,756.87,expense,False,Maintenance - Dec 2023
2023-12-19,Entertainment,Games,51.93,expense,False,Games - Dec 2023
2023-12-20,Savings,Retirement,104.78,expense,False,Retirement - Dec 2023
2023-12-22,Transport,Parking,128.41,expense,False,Parking - Dec 2023
2023-12-23,Transport,Uber/Lyft,213.62,expense,False,Uber/Lyft - Dec 2023
2023-12-24,Housing,Rent,249.38,expense,True,Rent - Dec 2023
2023-12-24,Transport,Parking,110.6,expense,False,Parking - Dec 2023
2023-12-24,Miscellaneous,Pet,60.69,expense,False,Pet - Dec 2023
2023-12-24,Housing,Mortgage,383.27,expense,True,Mortgage - Dec 2023
2023-12-25,Housing,Rent,926.59,expense,True,Rent - Dec 2023
2023-12-27,Housing,Utilities,677.01,expense,False,Utilities - Dec 2023
2023-12-28,Housing,Rent,728.81,expense,True,Rent - Dec 2023
2023-12-28,Food,Restaurants,390.09,expense,False,Restaurants - Dec 2023
2023-12-29,Housing,Utilities,731.88,expense,False,Utilities - Dec 2023
2023-12-29,Transport,Car Insurance,311.13,expense,True,Car Insurance - Dec 2023
2023-12-29,Shopping,Personal Care,103.46,expense,False,Personal Care - Dec 2023
2023-12-30,Entertainment,Streaming,178.4,expense,True,Streaming - Dec 2023
2024-01-03,Transport,Parking,135.78,expense,False,Parking - Jan 2024
2024-01-03,Food,Coffee,407.65,expense,False,Coffee - Jan 2024
2024-01-06,Education,Books,56.98,expense,False,Books - Jan 2024
2024-01-06,Housing,Maintenance,898.61,expense,False,Maintenance - Jan 2024
2024-01-06,Miscellaneous,Pet,223.8,expense,False,Pet - Jan 2024
2024-01-07,Income,Salary,6686.4,income,True,Monthly Salary - Jan 2024
2024-01-07,Miscellaneous,Gifts,139.77,expense,False,Gifts - Jan 2024
2024-01-10,Housing,Maintenance,381.53,expense,False,Maintenance - Jan 2024
2024-01-10,Miscellaneous,Charity,118.38,expense,False,Charity - Jan 2024
2024-01-13,Savings,Investments,215.3,expense,True,Investments - Jan 2024
2024-01-16,Housing,Mortgage,945.14,expense,True,Mortgage - Jan 2024
2024-01-17,Healthcare,Gym,124.8,expense,True,Gym - Jan 2024
2024-01-19,Savings,Retirement,90.91,expense,False,Retirement - Jan 2024
2024-01-20,Savings,Investments,113.32,expense,True,Investments - Jan 2024
2024-01-20,Food,Coffee,361.44,expense,False,Coffee - Jan 2024
2024-01-21,Shopping,Personal Care,137.34,expense,False,Personal Care - Jan 2024
2024-01-22,Miscellaneous,Other,93.26,expense,False,Other - Jan 2024
2024-01-23,Transport,Parking,131.91,expense,False,Parking - Jan 2024
2024-01-27,Entertainment,Games,213.32,expense,False,Games - Jan 2024
2024-01-27,Transport,Car Insurance,156.02,expense,True,Car Insurance - Jan 2024
2024-01-28,Healthcare,Doctor,67.63,expense,False,Doctor - Jan 2024
2024-01-28,Housing,Maintenance,716.02,expense,False,Maintenance - Jan 2024
2024-01-29,Entertainment,Movies,233.73,expense,False,Movies - Jan 2024
2024-02-06,Travel,Flights,87.81,expense,False,Flights - Feb 2024
2024-02-06,Income,Salary,6684.32,income,True,Monthly Salary - Feb 2024
2024-02-08,Travel,Activities,22.93,expense,False,Activities - Feb 2024
2024-02-10,Miscellaneous,Charity,99.79,expense,False,Charity - Feb 2024
2024-02-10,Housing,Utilities,248.29,expense,False,Utilities - Feb 2024
2024-02-11,Housing,Maintenance,717.09,expense,False,Maintenance - Feb 2024
2024-02-13,Housing,Rent,348.02,expense,True,Rent - Feb 2024
2024-02-13,Healthcare,Doctor,163.36,expense,False,Doctor - Feb 2024
2024-02-15,Savings,Retirement,124.28,expense,False,Retirement - Feb 2024
2024-02-16,Miscellaneous,Other,120.45,expense,False,Other - Feb 2024
2024-02-16,Healthcare,Pharmacy,50.85,expense,False,Pharmacy - Feb 2024
2024-02-17,Entertainment,Events,94.61,expense,False,Events - Feb 2024
2024-02-18,Healthcare,Doctor,61.73,expense,False,Doctor - Feb 2024
2024-02-20,Transport,Parking,133.12,expense,False,Parking - Feb 2024
2024-02-21,Entertainment,Movies,120.39,expense,False,Movies - Feb 2024
2024-02-22,Transport,Car Insurance,129.08,expense,True,Car Insurance - Feb 2024
2024-02-22,Transport,Public Transit,161.91,expense,False,Public Transit - Feb 2024
2024-02-25,Food,Groceries,168.33,expense,False,Groceries - Feb 2024
2024-02-25,Food,Groceries,232.17,expense,False,Groceries - Feb 2024
2024-02-28,Savings,Retirement,186.51,expense,False,Retirement - Feb 2024
2024-02-29,Food,Restaurants,190.85,expense,False,Restaurants - Feb 2024
2024-02-29,Food,Coffee,173.5,expense,False,Coffee - Feb 2024
2024-03-01,Shopping,Electronics,52.49,expense,False,Electronics - Mar 2024
2024-03-01,Shopping,Home Goods,59.26,expense,False,Home Goods - Mar 2024
2024-03-02,Healthcare,Insurance,89.73,expense,False,Insurance - Mar 2024
2024-03-07,Housing,Rent,204.48,expense,True,Rent - Mar 2024
2024-03-07,Housing,Mortgage,189.76,expense,True,Mortgage - Mar 2024
2024-03-07,Transport,Parking,119.25,expense,False,Parking - Mar 2024
2024-03-07,Income,Salary,6144.08,income,True,Monthly Salary - Mar 2024
2024-03-09,Housing,Maintenance,813.02,expense,False,Maintenance - Mar 2024
2024-03-09,Healthcare,Insurance,190.53,expense,False,Insurance - Mar 2024
2024-03-10,Housing,Utilities,539.89,expense,False,Utilities - Mar 2024
2024-03-11,Entertainment,Events,41.84,expense,False,Events - Mar 2024
2024-03-11,Shopping,Electronics,119.48,expense,False,Electronics - Mar 2024
2024-03-12,Housing,Rent,205.13,expense,True,Rent - Mar 2024
2024-03-12,Food,Delivery,134.33,expense,False,Delivery - Mar 2024
2024-03-13,Food,Delivery,173.55,expense,False,Delivery - Mar 2024
2024-03-14,Housing,Utilities,504.37,expense,False,Utilities - Mar 2024
2024-03-14,Healthcare,Doctor,97.64,expense,False,Doctor - Mar 2024
2024-03-15,Entertainment,Movies,88.01,expense,False,Movies - Mar 2024
2024-03-15,Housing,Mortgage,381.86,expense,True,Mortgage - Mar 2024
2024-03-17,Transport,Car Insurance,155.25,expense,True,Car Insurance - Mar 2024
2024-03-18,Transport,Uber/Lyft,113.97,expense,False,Uber/Lyft - Mar 2024
2024-03-18,Transport,Parking,115.85,expense,False,Parking - Mar 2024
2024-03-18,Shopping,Electronics,162.87,expense,False,Electronics - Mar 2024
2024-03-19,Travel,Hotels,112.93,expense,False,Hotels - Mar 2024
2024-03-20,Food,Coffee,150.54,expense,False,Coffee - Mar 2024
2024-03-21,Miscellaneous,Pet,132.31,expense,False,Pet - Mar 2024
2024-03-21,Housing,Utilities,253.56,expense,False,Utilities - Mar 2024
2024-03-22,Food,Groceries,396.47,expense,False,Groceries - Mar 2024
2024-03-22,Shopping,Personal Care,190.4,expense,False,Personal Care - Mar 2024
2024-03-23,Food,Groceries,451.87,expense,False,Groceries - Mar 2024
2024-03-23,Housing,Maintenance,364.61,expense,False,Maintenance - Mar 2024
2024-03-25,Savings,Retirement,149.99,expense,False,Retirement - Mar 2024
2024-03-26,Savings,Retirement,87.51,expense,False,Retirement - Mar 2024
2024-03-26,Savings,Investments,110.83,expense,True,Investments - Mar 2024
2024-03-28,Housing,Mortgage,561.46,expense,True,Mortgage - Mar 2024
2024-03-28,Miscellaneous,Pet,65.23,expense,False,Pet - Mar 2024
2024-03-29,Housing,Rent,564.25,expense,True,Rent - Mar 2024
2024-03-29,Food,Groceries,217.99,expense,False,Groceries - Mar 2024
2024-03-30,Food,Restaurants,298.42,expense,False,Restaurants - Mar 2024
2024-03-30,Housing,Maintenance,384.78,expense,False,Maintenance - Mar 2024
2024-03-30,Housing,Mortgage,425.73,expense,True,Mortgage - Mar 2024
2024-03-31,Shopping,Electronics,284.63,expense,False,Electronics - Mar 2024
2024-04-01,Food,Coffee,184.02,expense,False,Coffee - Apr 2024
2024-04-05,Savings,Emergency Fund,141.14,expense,True,Emergency Fund - Apr 2024
2024-04-05,Food,Delivery,200.63,expense,False,Delivery - Apr 2024
2024-04-05,Entertainment,Streaming,81.09,expense,True,Streaming - Apr 2024
2024-04-06,Income,Salary,6385.15,income,True,Monthly Salary - Apr 2024
2024-04-07,Healthcare,Insurance,118.9,expense,False,Insurance - Apr 2024
2024-04-08,Housing,Maintenance,836.16,expense,False,Maintenance - Apr 2024
2024-04-08,Food,Delivery,117.03,expense,False,Delivery - Apr 2024
2024-04-09,Housing,Utilities,322.14,expense,False,Utilities - Apr 2024
2024-04-09,Housing,Utilities,350.47,expense,False,Utilities - Apr 2024
2024-04-10,Shopping,Electronics,366.35,expense,False,Electronics - Apr 2024
2024-04-11,Savings,Emergency Fund,145.22,expense,True,Emergency Fund - Apr 2024
2024-04-11,Miscellaneous,Other,74.11,expense,False,Other - Apr 2024
2024-04-12,Shopping,Electronics,164.47,expense,False,Electronics - Apr 2024
2024-04-12,Shopping,Personal Care,126.98,expense,False,Personal Care - Apr 2024
2024-04-13,Savings,Retirement,102.0,expense,False,Retirement - Apr 2024
2024-04-14,Miscellaneous,Charity,63.02,expense,False,Charity - Apr 2024
2024-04-17,Healthcare,Pharmacy,233.11,expense,False,Pharmacy - Apr 2024
2024-04-18,Savings,Investments,110.07,expense,True,Investments - Apr 2024
2024-04-18,Food,Restaurants,327.49,expense,False,Restaurants - Apr 2024
2024-04-19,Housing,Maintenance,167.45,expense,False,Maintenance - Apr 2024
2024-04-21,Miscellaneous,Pet,86.89,expense,False,Pet - Apr 2024
2024-04-22,Savings,Retirement,175.05,expense,False,Retirement - Apr 2024
2024-04-24,Food,Delivery,255.09,expense,False,Delivery - Apr 2024
2024-04-25,Food,Delivery,182.51,expense,False,Delivery - Apr 2024
2024-04-26,Food,Groceries,181.05,expense,False,Groceries - Apr 2024
2024-04-26,Housing,Mortgage,281.5,expense,True,Mortgage - Apr 2024
2024-04-27,Savings,Retirement,302.69,expense,False,Retirement - Apr 2024
2024-04-27,Housing,Maintenance,300.31,expense,False,Maintenance - Apr 2024
2024-04-27,Transport,Parking,109.16,expense,False,Parking - Apr 2024
2024-04-28,Housing,Maintenance,574.12,expense,False,Maintenance - Apr 2024
2024-04-29,Savings,Retirement,26.06,expense,False,Retirement - Apr 2024
2024-05-02,Savings,Investments,222.81,expense,True,Investments - May 2024
2024-05-02,Transport,Public Transit,104.9,expense,False,Public Transit - May 2024
2024-05-02,Transport,Fuel,123.97,expense,False,Fuel - May 2024
2024-05-05,Housing,Maintenance,329.13,expense,False,Maintenance - May 2024
2024-05-05,Housing,Rent,233.14,expense,True,Rent - May 2024
2024-05-06,Income,Salary,6753.72,income,True,Monthly Salary - May 2024
2024-05-06,Savings,Emergency Fund,165.65,expense,True,Emergency Fund - May 2024
2024-05-07,Food,Delivery,304.45,expense,False,Delivery - May 2024
2024-05-09,Housing,Utilities,794.78,expense,False,Utilities - May 2024
2024-05-11,Miscellaneous,Charity,66.69,expense,False,Charity - May 2024
2024-05-13,Miscellaneous,Gifts,74.83,expense,False,Gifts - May 2024
2024-05-13,Housing,Maintenance,402.51,expense,False,Maintenance - May 2024
2024-05-14,Savings,Investments,182.31,expense,True,Investments - May 2024
2024-05-15,Transport,Parking,64.1,expense,False,Parking - May 2024
2024-05-15,Food,Delivery,268.65,expense,False,Delivery - May 2024
2024-05-15,Education,Books,65.83,expense,False,Books - May 2024
2024-05-16,Travel,Hotels,65.83,expense,False,Hotels - May 2024
2024-05-18,Food,Restaurants,136.96,expense,False,Restaurants - May 2024
2024-05-20,Housing,Mortgage,366.19,expense,True,Mortgage - May 2024
2024-05-20,Food,Delivery,216.38,expense,False,Delivery - May 2024
2024-05-22,Healthcare,Pharmacy,121.09,expense,False,Pharmacy - May 2024
2024-05-23,Miscellaneous,Pet,75.74,expense,False,Pet - May 2024
2024-05-23,Housing,Maintenance,760.29,expense,False,Maintenance - May 2024
2024-05-23,Housing,Utilities,232.51,expense,False,Utilities - May 2024
2024-05-24,Transport,Fuel,227.68,expense,False,Fuel - May 2024
2024-05-25,Travel,Hotels,79.96,expense,False,Hotels - May 2024
2024-05-26,Transport,Uber/Lyft,203.15,expense,False,Uber/Lyft - May 2024
2024-05-28,Transport,Parking,95.79,expense,False,Parking - May 2024
2024-05-29,Housing,Rent,470.21,expense,True,Rent - May 2024
2024-05-29,Healthcare,Insurance,197.45,expense,False,Insurance - May 2024
2024-05-31,Housing,Utilities,337.34,expense,False,Utilities - May 2024
2024-06-04,Transport,Car Insurance,119.24,expense,True,Car Insurance - Jun 2024
2024-06-05,Food,Delivery,296.97,expense,False,Delivery - Jun 2024
2024-06-05,Income,Salary,6617.53,income,True,Monthly Salary - Jun 2024
2024-06-06,Housing,Rent,672.79,expense,True,Rent - Jun 2024
2024-06-07,Savings,Emergency Fund,245.75,expense,True,Emergency Fund - Jun 2024
2024-06-09,Shopping,Home Goods,306.12,expense,False,Home Goods - Jun 2024
2024-06-09,Housing,Rent,503.29,expense,True,Rent - Jun 2024
2024-06-09,Housing,Maintenance,402.06,expense,False,Maintenance - Jun 2024
2024-06-10,Savings,Emergency Fund,96.42,expense,True,Emergency Fund - Jun 2024
2024-06-10,Housing,Rent,330.01,expense,True,Rent - Jun 2024
2024-06-11,Transport,Uber/Lyft,79.94,expense,False,Uber/Lyft - Jun 2024
2024-06-13,Healthcare,Pharmacy,82.17,expense,False,Pharmacy - Jun 2024
2024-06-14,Food,Restaurants,221.02,expense,False,Restaurants - Jun 2024
2024-06-16,Shopping,Electronics,213.45,expense,False,Electronics - Jun 2024
2024-06-17,Savings,Emergency Fund,395.02,expense,True,Emergency Fund - Jun 2024
2024-06-17,Housing,Mortgage,771.83,expense,True,Mortgage - Jun 2024
2024-06-18,Shopping,Home Goods,112.66,expense,False,Home Goods - Jun 2024
2024-06-19,Housing,Rent,618.59,expense,True,Rent - Jun 2024
2024-06-19,Housing,Rent,884.97,expense,True,Rent - Jun 2024
2024-06-20,Housing,Mortgage,248.89,expense,True,Mortgage - Jun 2024
2024-06-22,Housing,Rent,242.55,expense,True,Rent - Jun 2024
2024-06-25,Entertainment,Movies,46.31,expense,False,Movies - Jun 2024
2024-06-25,Shopping,Personal Care,149.1,expense,False,Personal Care - Jun 2024
2024-06-27,Healthcare,Doctor,82.16,expense,False,Doctor - Jun 2024
2024-06-29,Savings,Investments,146.21,expense,True,Investments - Jun 2024
2024-06-29,Transport,Car Insurance,150.38,expense,True,Car Insurance - Jun 2024
2024-06-30,Housing,Rent,616.39,expense,True,Rent - Jun 2024
2024-07-01,Shopping,Electronics,239.12,expense,False,Electronics - Jul 2024
2024-07-05,Income,Salary,5868.56,income,True,Monthly Salary - Jul 2024
2024-07-05,Entertainment,Streaming,50.79,expense,True,Streaming - Jul 2024
2024-07-08,Transport,Uber/Lyft,235.75,expense,False,Uber/Lyft - Jul 2024
2024-07-08,Miscellaneous,Gifts,172.74,expense,False,Gifts - Jul 2024
2024-07-08,Housing,Maintenance,466.4,expense,False,Maintenance - Jul 2024
2024-07-08,Housing,Rent,350.24,expense,True,Rent - Jul 2024
2024-07-09,Food,Groceries,232.53,expense,False,Groceries - Jul 2024
2024-07-10,Housing,Rent,414.03,expense,True,Rent - Jul 2024
2024-07-10,Shopping,Clothing,155.41,expense,False,Clothing - Jul 2024
2024-07-10,Housing,Utilities,654.47,expense,False,Utilities - Jul 2024
2024-07-12,Education,Courses,61.39,expense,False,Courses - Jul 2024
2024-07-14,Transport,Car Insurance,130.63,expense,True,Car Insurance - Jul 2024
2024-07-15,Miscellaneous,Other,51.27,expense,False,Other - Jul 2024
2024-07-17,Housing,Maintenance,215.01,expense,False,Maintenance - Jul 2024
2024-07-19,Housing,Mortgage,215.05,expense,True,Mortgage - Jul 2024
2024-07-21,Housing,Mortgage,208.66,expense,True,Mortgage - Jul 2024
2024-07-22,Shopping,Home Goods,134.39,expense,False,Home Goods - Jul 2024
2024-07-23,Savings,Emergency Fund,311.61,expense,True,Emergency Fund - Jul 2024
2024-07-23,Transport,Uber/Lyft,246.82,expense,False,Uber/Lyft - Jul 2024
2024-07-24,Shopping,Personal Care,67.8,expense,False,Personal Care - Jul 2024
2024-07-24,Healthcare,Gym,141.85,expense,True,Gym - Jul 2024
2024-07-25,Food,Coffee,283.55,expense,False,Coffee - Jul 2024
2024-07-27,Travel,Activities,99.1,expense,False,Activities - Jul 2024
2024-07-27,Healthcare,Pharmacy,178.99,expense,False,Pharmacy - Jul 2024
2024-07-28,Miscellaneous,Other,101.29,expense,False,Other - Jul 2024
2024-07-29,Savings,Retirement,187.71,expense,False,Retirement - Jul 2024
2024-08-03,Housing,Maintenance,223.57,expense,False,Maintenance - Aug 2024
2024-08-03,Miscellaneous,Charity,95.26,expense,False,Charity - Aug 2024
2024-08-03,Savings,Investments,187.99,expense,True,Investments - Aug 2024
2024-08-04,Income,Salary,6398.32,income,True,Monthly Salary - Aug 2024
2024-08-05,Shopping,Personal Care,270.37,expense,False,Personal Care - Aug 2024
2024-08-05,Shopping,Clothing,205.08,expense,False,Clothing - Aug 2024
2024-08-06,Housing,Maintenance,384.29,expense,False,Maintenance - Aug 2024
2024-08-06,Food,Groceries,270.61,expense,False,Groceries - Aug 2024
2024-08-08,Savings,Emergency Fund,105.16,expense,True,Emergency Fund - Aug 2024
2024-08-08,Savings,Retirement,291.72,expense,False,Retirement - Aug 2024
2024-08-08,Entertainment,Events,107.05,expense,False,Events - Aug 2024
2024-08-08,Food,Coffee,183.87,expense,False,Coffee - Aug 2024
2024-08-10,Housing,Rent,270.97,expense,True,Rent - Aug 2024
2024-08-10,Miscellaneous,Other,111.29,expense,False,Other - Aug 2024
2024-08-11,Savings,Emergency Fund,113.67,expense,True,Emergency Fund - Aug 2024
2024-08-11,Entertainment,Games,71.39,expense,False,Games - Aug 2024
2024-08-11,Healthcare,Insurance,101.95,expense,False,Insurance - Aug 2024
2024-08-12,Shopping,Home Goods,123.49,expense,False,Home Goods - Aug 2024
2024-08-14,Transport,Public Transit,225.17,expense,False,Public Transit - Aug 2024
2024-08-16,Housing,Rent,476.47,expense,True,Rent - Aug 2024
2024-08-16,Healthcare,Insurance,57.25,expense,False,Insurance - Aug 2024
2024-08-17,Entertainment,Movies,199.01,expense,False,Movies - Aug 2024
2024-08-17,Shopping,Home Goods,199.89,expense,False,Home Goods - Aug 2024
2024-08-18,Travel,Hotels,47.28,expense,False,Hotels - Aug 2024
2024-08-20,Housing,Mortgage,323.74,expense,True,Mortgage - Aug 2024
2024-08-21,Food,Delivery,164.18,expense,False,Delivery - Aug 2024
2024-08-21,Healthcare,Doctor,77.77,expense,False,Doctor - Aug 2024
2024-08-22,Housing,Utilities,892.83,expense,False,Utilities - Aug 2024
2024-08-22,Food,Coffee,151.78,expense,False,Coffee - Aug 2024
2024-08-22,Healthcare,Insurance,144.64,expense,False,Insurance - Aug 2024
2024-08-23,Food,Restaurants,252.79,expense,False,Restaurants - Aug 2024
2024-08-23,Housing,Maintenance,182.51,expense,False,Maintenance - Aug 2024
2024-08-24,Food,Coffee,306.15,expense,False,Coffee - Aug 2024
2024-08-24,Education,Books,59.0,expense,False,Books - Aug 2024
2024-08-25,Education,Tuition,121.18,expense,True,Tuition - Aug 2024
2024-08-25,Housing,Utilities,240.85,expense,False,Utilities - Aug 2024
2024-08-26,Transport,Parking,180.81,expense,False,Parking - Aug 2024
2024-08-29,Shopping,Personal Care,148.13,expense,False,Personal Care - Aug 2024
2024-08-29,Housing,Maintenance,464.03,expense,False,Maintenance - Aug 2024
2024-08-30,Travel,Hotels,97.54,expense,False,Hotels - Aug 2024
2024-08-30,Savings,Investments,239.51,expense,True,Investments - Aug 2024
2024-08-30,Food,Delivery,175.05,expense,False,Delivery - Aug 2024
2024-08-30,Entertainment,Games,146.14,expense,False,Games - Aug 2024
2024-08-30,Savings,Emergency Fund,55.17,expense,True,Emergency Fund - Aug 2024
2024-09-02,Housing,Utilities,245.67,expense,False,Utilities - Sep 2024
2024-09-02,Housing,Rent,496.46,expense,True,Rent - Sep 2024
2024-09-03,Miscellaneous,Pet,56.26,expense,False,Pet - Sep 2024
2024-09-03,Income,Salary,6582.52,income,True,Monthly Salary - Sep 2024
2024-09-04,Transport,Public Transit,155.48,expense,False,Public Transit - Sep 2024
2024-09-04,Housing,Maintenance,1015.55,expense,False,Maintenance - Sep 2024
2024-09-05,Savings,Emergency Fund,158.84,expense,True,Emergency Fund - Sep 2024
2024-09-05,Savings,Retirement,187.52,expense,False,Retirement - Sep 2024
2024-09-06,Healthcare,Gym,128.15,expense,True,Gym - Sep 2024
2024-09-08,Housing,Utilities,961.19,expense,False,Utilities - Sep 2024
2024-09-09,Housing,Mortgage,614.85,expense,True,Mortgage - Sep 2024
2024-09-09,Miscellaneous,Gifts,157.63,expense,False,Gifts - Sep 2024
2024-09-09,Transport,Public Transit,189.7,expense,False,Public Transit - Sep 2024
2024-09-10,Housing,Utilities,459.56,expense,False,Utilities - Sep 2024
2024-09-10,Housing,Mortgage,317.08,expense,True,Mortgage - Sep 2024
2024-09-11,Transport,Car Insurance,83.3,expense,True,Car Insurance - Sep 2024
2024-09-12,Food,Restaurants,163.65,expense,False,Restaurants - Sep 2024
2024-09-12,Shopping,Home Goods,175.7,expense,False,Home Goods - Sep 2024
2024-09-13,Travel,Hotels,78.9,expense,False,Hotels - Sep 2024
2024-09-13,Education,Tuition,81.16,expense,True,Tuition - Sep 2024
2024-09-14,Shopping,Personal Care,89.67,expense,False,Personal Care - Sep 2024
2024-09-14,Housing,Maintenance,384.36,expense,False,Maintenance - Sep 2024
2024-09-14,Miscellaneous,Pet,86.63,expense,False,Pet - Sep 2024
2024-09-15,Food,Delivery,157.04,expense,False,Delivery - Sep 2024
2024-09-16,Entertainment,Events,51.88,expense,False,Events - Sep 2024
2024-09-18,Food,Restaurants,313.47,expense,False,Restaurants - Sep 2024
2024-09-19,Savings,Emergency Fund,187.09,expense,True,Emergency Fund - Sep 2024
2024-09-21,Housing,Utilities,744.87,expense,False,Utilities - Sep 2024
2024-09-22,Travel,Activities,59.52,expense,False,Activities - Sep 2024
2024-09-22,Shopping,Electronics,79.92,expense,False,Electronics - Sep 2024
2024-09-22,Shopping,Clothing,219.6,expense,False,Clothing - Sep 2024
2024-09-22,Housing,Mortgage,376.23,expense,True,Mortgage - Sep 2024
2024-09-23,Education,Books,38.42,expense,False,Books - Sep 2024
2024-09-24,Housing,Utilities,381.46,expense,False,Utilities - Sep 2024
2024-09-24,Travel,Hotels,83.26,expense,False,Hotels - Sep 2024
2024-09-25,Transport,Uber/Lyft,104.9,expense,False,Uber/Lyft - Sep 2024
2024-09-25,Transport,Car Insurance,347.63,expense,True,Car Insurance - Sep 2024
2024-09-26,Food,Coffee,378.67,expense,False,Coffee - Sep 2024
2024-09-27,Housing,Utilities,169.74,expense,False,Utilities - Sep 2024
2024-10-03,Income,Salary,6452.45,income,True,Monthly Salary - Oct 2024
2024-10-04,Travel,Activities,60.74,expense,False,Activities - Oct 2024
2024-10-05,Travel,Flights,74.84,expense,False,Flights - Oct 2024
2024-10-06,Education,Courses,59.61,expense,False,Courses - Oct 2024
2024-10-06,Transport,Fuel,130.9,expense,False,Fuel - Oct 2024
2024-10-07,Housing,Rent,409.37,expense,True,Rent - Oct 2024
2024-10-08,Food,Coffee,75.49,expense,False,Coffee - Oct 2024
2024-10-09,Education,Courses,57.99,expense,False,Courses - Oct 2024
2024-10-10,Entertainment,Games,83.74,expense,False,Games - Oct 2024
2024-10-11,Savings,Emergency Fund,144.58,expense,True,Emergency Fund - Oct 2024
2024-10-12,Housing,Maintenance,516.75,expense,False,Maintenance - Oct 2024
2024-10-12,Food,Delivery,349.69,expense,False,Delivery - Oct 2024
2024-10-12,Food,Coffee,267.09,expense,False,Coffee - Oct 2024
2024-10-13,Savings,Retirement,167.17,expense,False,Retirement - Oct 2024
2024-10-13,Healthcare,Doctor,87.93,expense,False,Doctor - Oct 2024
2024-10-16,Housing,Maintenance,327.31,expense,False,Maintenance - Oct 2024
2024-10-16,Housing,Rent,357.12,expense,True,Rent - Oct 2024
2024-10-16,Food,Groceries,129.98,expense,False,Groceries - Oct 2024
2024-10-17,Healthcare,Pharmacy,101.31,expense,False,Pharmacy - Oct 2024
2024-10-17,Food,Restaurants,259.09,expense,False,Restaurants - Oct 2024
2024-10-20,Savings,Investments,79.66,expense,True,Investments - Oct 2024
2024-10-20,Savings,Emergency Fund,71.82,expense,True,Emergency Fund - Oct 2024
2024-10-21,Education,Subscriptions,50.32,expense,False,Subscriptions - Oct 2024
2024-10-22,Shopping,Clothing,53.69,expense,False,Clothing - Oct 2024
2024-10-22,Shopping,Clothing,183.23,expense,False,Clothing - Oct 2024
2024-10-24,Savings,Investments,261.41,expense,True,Investments - Oct 2024
2024-10-24,Food,Coffee,480.17,expense,False,Coffee - Oct 2024
2024-10-25,Transport,Parking,71.89,expense,False,Parking - Oct 2024
2024-10-25,Healthcare,Pharmacy,118.93,expense,False,Pharmacy - Oct 2024
2024-10-26,Savings,Emergency Fund,146.25,expense,True,Emergency Fund - Oct 2024
2024-10-27,Transport,Uber/Lyft,71.6,expense,False,Uber/Lyft - Oct 2024
2024-10-28,Transport,Public Transit,395.85,expense,False,Public Transit - Oct 2024
2024-10-29,Food,Restaurants,238.36,expense,False,Restaurants - Oct 2024
2024-10-29,Transport,Parking,191.62,expense,False,Parking - Oct 2024
2024-11-01,Savings,Emergency Fund,221.04,expense,True,Emergency Fund - Nov 2024
2024-11-02,Income,Salary,6649.44,income,True,Monthly Salary - Nov 2024
2024-11-02,Savings,Investments,119.21,expense,True,Investments - Nov 2024
